DENOMINACIÓN,DESCRIPCIÓN DEL PRODUCTO OFERTADO,descripcion_completa,tamano_id
"ALGINATO MECHAS, ENVASE INDIVIDUAL  30 CM APROX. ( TEGADERM ALGINATO 3M, REF. 90120)",ALGINATO MECHA ,"alginato mechas, envase individual  30 cm aprox. ( tegaderm alginato 3m, ref. 90120) alginato mecha ",0
GASA PARAFINADA ESTERIL (VASELINA) TIRA 10 CM. X 7 MT. (SIMILAR JELONET),GASA PARAFINADA 10X 10 ,gasa parafinada esteril (vaselina) tira 10 cm. x 7 mt. (similar jelonet) gasa parafinada 10x 10 ,0
VENDA DE GASA NO TEJIDA ADHESIVA (REF FIXOMULL),"FIXOMULL STRETCH 10Cm x 10M - Gasa no tejida de poliester, elastica y adhesiva. - Cod : 02037/000 - Unidad de Medida : Por 1 - Marca : Bsn Medical - Procedencia : Alemania - Vigencia de Productos : 2 a 3 Años","venda de gasa no tejida adhesiva (ref fixomull) fixomull stretch 10cm x 10m - gasa no tejida de poliester, elastica y adhesiva. - cod : 02037/000 - unidad de medida : por 1 - marca : bsn medical - procedencia : alemania - vigencia de productos : 2 a 3 años",0
"VENDA MOLTOPREN ALTA DENSIDAD 3-4 MM ESPESOR 10 CMS X 2 MTS. ESTERIL, ENVASE INDIVIDUAL.","VENDA MOLTOPREN 10X190 X0.5 CMS, ESTERIL","venda moltopren alta densidad 3-4 mm espesor 10 cms x 2 mts. esteril, envase individual. venda moltopren 10x190 x0.5 cms, esteril",0
"CINTA DE ESPUMA DISTENDIBLE HIPOALERGENICA 5 CM X 5 M, INDICADA PARA APLICAR COMPRENSIÓN (MICROFOAM 3M REF. 1528-2)",TELA MICROFOAM 5CM X 5MT. 1528-2 (6),"cinta de espuma distendible hipoalergenica 5 cm x 5 m, indicada para aplicar comprensión (microfoam 3m ref. 1528-2) tela microfoam 5cm x 5mt. 1528-2 (6)",0
"TELA ADHESIVA DE PAPEL 2,5 CM. X 9,1 M (MICROPORE)",3M TELA MICR.2.5CMX9.1M.C/D R.1535-1(12),"tela adhesiva de papel 2,5 cm. x 9,1 m (micropore) 3m tela micr.2.5cmx9.1m.c/d r.1535-1(12)",0
"TELA ADHESIVA PLASTICA TRANSPARENTE 1,3 CM.X  9,1 M (TRANSPORE)",TELA TRANSPORE 1.3CMX9.1 MTS 1527-0 (24),"tela adhesiva plastica transparente 1,3 cm.x  9,1 m (transpore) tela transpore 1.3cmx9.1 mts 1527-0 (24)",0
"TELA ADHESIVA PLASTICA TRANSPARENTE 2,5 CM.X  9,1 M (TRANSPORE)",3M TELA TRANSPORE 2.5CMX9.1MT 1527-1(12),"tela adhesiva plastica transparente 2,5 cm.x  9,1 m (transpore) 3m tela transpore 2.5cmx9.1mt 1527-1(12)",0
VENDA ELÁSTICA AUTOADHERENTE 5 CMS (REF COBAN 3M),"COBAN VENDA COH.S/L.5CMX4,6M REF.2082","venda elástica autoadherente 5 cms (ref coban 3m) coban venda coh.s/l.5cmx4,6m ref.2082",0
GEL HIDROGEL 15 GRS.,TEGADERM HIDROGEL 15 GR 91110,gel hidrogel 15 grs. tegaderm hidrogel 15 gr 91110,0
APOSITO ABSORBENTE DE FIBRAS POLIABSORBENTES Y MATRIZ LIPIDOCOLOIDEMICROADHERENTE CON PLATA,Exufiber Ag 10x10,aposito absorbente de fibras poliabsorbentes y matriz lipidocoloidemicroadherente con plata exufiber ag 10x10,0
APOSITO DE ALGINATO CON PLATA 15 X 15 CM (REFERENCIA CALGITROL AG),Apósito de alginato de Calcio. p/heridas c/alto exudado o infectadas,aposito de alginato con plata 15 x 15 cm (referencia calgitrol ag) apósito de alginato de calcio. p/heridas c/alto exudado o infectadas,0
"APOSITO TULL SILICONA 7,5 * 10 CMS.",Apósito de silicona,"aposito tull silicona 7,5 * 10 cms. apósito de silicona",0
APOSITO ALGINATO CON PLATA 10 X 10 CM (URGOSORB AG) UND,SKU700127 APÓSITO DE ALGINATO DE CALCIO + PLATA PHARMA ALGI F AG 10X10CM ESTÉRIL. PHARMAPLAST. PROCEDENCIA EGIPTO. CAJA X 10 UNIDADES.,aposito alginato con plata 10 x 10 cm (urgosorb ag) und sku700127 apósito de alginato de calcio + plata pharma algi f ag 10x10cm estéril. pharmaplast. procedencia egipto. caja x 10 unidades.,0
APOSITO DE ALGINATO CON CALCIO 10 CM X 10 CM (TEGADERM ALGINATE 3 M REF. 90112),SKU700126 APÓSITO ALGINATO DE CALCIO PHARMA ALGI F 10X10CM ESTÉRIL. PHARMAPLAST. PROCEDENCIA EGIPTO. CAJA X 10 UNIDADES.,aposito de alginato con calcio 10 cm x 10 cm (tegaderm alginate 3 m ref. 90112) sku700126 apósito alginato de calcio pharma algi f 10x10cm estéril. pharmaplast. procedencia egipto. caja x 10 unidades.,0
APOSITO TRANSPARENTE ADHESIVO 10 X 25 CM. SIMILAR A TEGADERM,aposito adhesivo transparente 10 x 25 cms,aposito transparente adhesivo 10 x 25 cm. similar a tegaderm aposito adhesivo transparente 10 x 25 cms,0
APOSITO TRANSPARENTE ADHESIVO 15 X 20 CM. SIMILAR A TEGADERM,aposito adhesivo transparente 10 x 20 cms,aposito transparente adhesivo 15 x 20 cm. similar a tegaderm aposito adhesivo transparente 10 x 20 cms,0
APOSITO TRANSPARENTE ADHESIVO 10 X 12 CM. SIMILAR A TEGADERM,Apósito Transparente 10 x 12 cm,aposito transparente adhesivo 10 x 12 cm. similar a tegaderm apósito transparente 10 x 12 cm,0
APOSITO TRANSPARENTE ADHESIVO 4 X 4 CM. SIMILAR A TEGADERM,Apósito transparente 4.4 x 4.4 cm,aposito transparente adhesivo 4 x 4 cm. similar a tegaderm apósito transparente 4.4 x 4.4 cm,0
APOSITO TRANSPARENTE ADHESIVO 6 X 7 CM. SIMILAR A TEGADERM,Apósito transparente 6 x 7 cm,aposito transparente adhesivo 6 x 7 cm. similar a tegaderm apósito transparente 6 x 7 cm,0
"APOSITO ABSORBENTE DE PLATA CON  HIDROFIBRA  5 X 5 CM ( AQUACEL AG CONVATEC, REF. 403706)",AQUACEL AG+®EXTRA 5x5cm (est),"aposito absorbente de plata con  hidrofibra  5 x 5 cm ( aquacel ag convatec, ref. 403706) aquacel ag+®extra 5x5cm (est)",0
APOSITO CURATIVO BACTERIANO 7*9 CMS.,AQUACEL AG+®EXTRA 5x5cm (est),aposito curativo bacteriano 7*9 cms. aquacel ag+®extra 5x5cm (est),0
APOSITO ESTERIL DE HIDROFIBRA 100% CARBOXILMETILCELULOSA CON TECNOLOGIA HIDROFIBER 10X10 CM. (REF. AQUACEL),AQUACEL EXTRA® 10x10cm (est),aposito esteril de hidrofibra 100% carboxilmetilcelulosa con tecnologia hidrofiber 10x10 cm. (ref. aquacel) aquacel extra® 10x10cm (est),0
APOSITO ESTERIL DE HIDROFIBRA 100% CARBOXILMETILCELULOSA CON TECNOLOGÍA HIDROFIBER 5X5 CM. (REF. AQUACEL),AQUACEL EXTRA 5X5CM (est),aposito esteril de hidrofibra 100% carboxilmetilcelulosa con tecnología hidrofiber 5x5 cm. (ref. aquacel) aquacel extra 5x5cm (est),0
"APOSITO ESTERIL DE HIDROFIBRA 100% CARBOXILMETILCELULOSA MAS PLATA, MECHA DE 2 x 45 CM. CJ X 5 (REF. AQUACEL AG)",AQUACEL AG+®EXTRA Mecha 2x45 (est),"aposito esteril de hidrofibra 100% carboxilmetilcelulosa mas plata, mecha de 2 x 45 cm. cj x 5 (ref. aquacel ag) aquacel ag+®extra mecha 2x45 (est)",0
APOSITO CON PLATA NANOCRISTALINA 10 X 10 CM.,PHARMAPAD SILVER 10CM X 10CM,aposito con plata nanocristalina 10 x 10 cm. pharmapad silver 10cm x 10cm,0
APOSITO DE ALGINATO DE CALCIO + PLATA 10*10 CMS.,PHARMA ALGI SILVER 10CM X 10CM,aposito de alginato de calcio + plata 10*10 cms. pharma algi silver 10cm x 10cm,0
"APOSITO DE CARBON ACTIVADO CON  PLATA DE 7,5 X 10 CMS.","PHARMAPAD CARBON+SILVER 7,5CM X 10 CM","aposito de carbon activado con  plata de 7,5 x 10 cms. pharmapad carbon+silver 7,5cm x 10 cm",0
APOSITO ESPUMA HIDROFILICA FOAM ADHESIVO 10X20 CM.,APOSITO ESPUMA HIDROFILICA FOAM ADHESIVO 10X20 CM.,aposito espuma hidrofilica foam adhesivo 10x20 cm. aposito espuma hidrofilica foam adhesivo 10x20 cm.,0
"APOSITO TRANSPARENTE DE CLORHEXIDINA 7 X  8,5 CM. ","APOSITO TRANSPARENTE DE CLORHEXIDINA 7 X  8,5 CM.","aposito transparente de clorhexidina 7 x  8,5 cm.  aposito transparente de clorhexidina 7 x  8,5 cm.",0
"APOSITO TRANSPARENTE NO ADHESIVO Y POROSO ROLLO DE 97,5 CM.X 22,75 MTS. APROX. REF. TELFA CLEAR O EQUIVALENTE",TELFA EN ROLLO 99 CM X 22.86 MT,"aposito transparente no adhesivo y poroso rollo de 97,5 cm.x 22,75 mts. aprox. ref. telfa clear o equivalente telfa en rollo 99 cm x 22.86 mt",0
APOSITO CURATIVO BACTERIANO 10*10 CMS.,APOSITO CON PLATA 10X10,aposito curativo bacteriano 10*10 cms. aposito con plata 10x10,0
"APOSITO DE CARBON ACTIVADO CON PLATA DE 10.5 X 10,5 CM.(REF ACTISORB PLUS)",APOSITO DE CARBON ACTIVADO MAS PLATA,"aposito de carbon activado con plata de 10.5 x 10,5 cm.(ref actisorb plus) aposito de carbon activado mas plata",0
"APOSITO DE CARBON ACTIVADO CON PLATA DE 6,5 X 9,5 CM.(REF ACTISORB PLUS)",APOSITO DE CARBON ACTIVADO MAS PLATA,"aposito de carbon activado con plata de 6,5 x 9,5 cm.(ref actisorb plus) aposito de carbon activado mas plata",0
APOSITO ESPUMA HIDROFILICA 10*10 CMS.,APOSITO DE ESPUMA HIDROFILICA,aposito espuma hidrofilica 10*10 cms. aposito de espuma hidrofilica,0
APOSITO HIDROCOLOIDE  10*10 CMS.,HIDROCOLOIDE 10X10,aposito hidrocoloide  10*10 cms. hidrocoloide 10x10,0
"APOSITO AVANZADO DE COLAGENO CON PLATA, EN ENVASE INDIVIDUAL ESTERIL 10 X 10 CM",Matriz de colageno que sirve como estructura para promover el crecimiento nativo del colageno. El EDTA que contiene el aposito inhibe la actividad de las metaloproteasas. CMC que contiene el aposito mantiene un ambiente humedo en la superficie de la herida. el cloruro de plata  que contienen el aposito actua como agente antimicrobiano.,"aposito avanzado de colageno con plata, en envase individual esteril 10 x 10 cm matriz de colageno que sirve como estructura para promover el crecimiento nativo del colageno. el edta que contiene el aposito inhibe la actividad de las metaloproteasas. cmc que contiene el aposito mantiene un ambiente humedo en la superficie de la herida. el cloruro de plata  que contienen el aposito actua como agente antimicrobiano.",0
APOSITO AVANZADO DE COLAGENO EN ENVASE INDIVIDUAL ESTERIL 10 X 10 CM,"- FACILITA LA CICATRIZACIÓN NATURAL DE HERIDAS: Ácido etilendia_x0002_mintetracético (EDTA, por sus siglas en Inglés) y colágeno en ColActi_x0002_ve® Plus se enfocan en desactivar la actividad elevada de metalopro_x0002_teinasas (MMP, por sus siglas en inglés) de la matriz*","aposito avanzado de colageno en envase individual esteril 10 x 10 cm - facilita la cicatrización natural de heridas: ácido etilendia_x0002_mintetracético (edta, por sus siglas en inglés) y colágeno en colacti_x0002_ve® plus se enfocan en desactivar la actividad elevada de metalopro_x0002_teinasas (mmp, por sus siglas en inglés) de la matriz*",0
APOSITO Transparente con Pad  8 X 10 cm (REF TEGADERM + PAD),LEUKOMED T PLUS  8 x 10Cm - Caja x  50 Hosp. - Aposito transparente esteril con pad absorbente no adherente. - Cod : 72382/001 - Unidad de Medida : Por 50 - Marca : Bsn Medical - Procedencia : Alemania - Vigencia de Productos : 2 a 3 Años ,aposito transparente con pad  8 x 10 cm (ref tegaderm + pad) leukomed t plus  8 x 10cm - caja x  50 hosp. - aposito transparente esteril con pad absorbente no adherente. - cod : 72382/001 - unidad de medida : por 50 - marca : bsn medical - procedencia : alemania - vigencia de productos : 2 a 3 años ,0
APOSITO MOLTOPREN 10*10 ESTERIL,"APOSITO MOLTOPREN 10X10X 0.5 CMS, ESTERIL","aposito moltopren 10*10 esteril aposito moltopren 10x10x 0.5 cms, esteril",0
APOSITO MOLTOPREN 20*20 ESTERIL,"APOSITO MOLTOPREN 20X20 X0.5 CMS, ESTERIL","aposito moltopren 20*20 esteril aposito moltopren 20x20 x0.5 cms, esteril",0
"APOSITO ABSORBENTE, ANTIMICROBIANO DE ALGINATO CON CMC Y PLATA 1,2% 10X 10 CM. ENVASE INDIVIDUAL ESTERIL. (URGOSORB SILVER-URGOMEDICAL REF, MPC 503134)","URGOSORB SILVER 10x10 cm CAJA DE 10 UNIDADES, Apósito estéril compuesto de fibras de alginato de calcio, carboximetilcelulosa y un complejo antimicrobiano de plata iónica, para heridas infectadas altamente exudativas.","aposito absorbente, antimicrobiano de alginato con cmc y plata 1,2% 10x 10 cm. envase individual esteril. (urgosorb silver-urgomedical ref, mpc 503134) urgosorb silver 10x10 cm caja de 10 unidades, apósito estéril compuesto de fibras de alginato de calcio, carboximetilcelulosa y un complejo antimicrobiano de plata iónica, para heridas infectadas altamente exudativas.",0
"APOSITO DE ALGINATO DE CALCIO 10 CM X 20 CM (LAMINAS) (SUPRASORB A LR, REF.20442)",URGOSORB 10 x 20 cm CAJA X 10 UNIDADES Apósito estéril compuesto de fibras de alginato de calcio y carboximetilcelulosa,"aposito de alginato de calcio 10 cm x 20 cm (laminas) (suprasorb a lr, ref.20442) urgosorb 10 x 20 cm caja x 10 unidades apósito estéril compuesto de fibras de alginato de calcio y carboximetilcelulosa",0
APOSITO ESPUMA MICROADHERENTE CON TLC - NOSF10 X 10 (URGOSTART),URGOSTART 10 x 10 cm CAJA X 10 UNIDADES Espuma hidrofílica absorbente microadherente de poliuretano inhibidora de metaloproteasas con tecnología TLC-NOSF,aposito espuma microadherente con tlc - nosf10 x 10 (urgostart) urgostart 10 x 10 cm caja x 10 unidades espuma hidrofílica absorbente microadherente de poliuretano inhibidora de metaloproteasas con tecnología tlc-nosf,0
"APOSITO HIDROCOLOIDE EXTRAFINO 10 X 10 CM. ENVASE INDIVIDUAL  (ALGOPLAQUE FILM THIN-URGO, REF.502832)","URGO ALGOPLAQUE FILM 10x10 cm cajax 16 undiades, Apósito hidrocoloide estéril que se compone de una capa interna de partículas de carboximetilcelulosa insertas en una red de elastómero y una capa externa de soporte de poliuretano.","aposito hidrocoloide extrafino 10 x 10 cm. envase individual  (algoplaque film thin-urgo, ref.502832) urgo algoplaque film 10x10 cm cajax 16 undiades, apósito hidrocoloide estéril que se compone de una capa interna de partículas de carboximetilcelulosa insertas en una red de elastómero y una capa externa de soporte de poliuretano.",0
APOSITO URGOTUL PLATA 10X12CM UND,URGOTUL AG 10 x 12cm CAJA X 16 UNIDADES Tul estéril de poliéster no adherente y no oclusivo recubierto de una matriz lípidocoloide con plata (TLC-Ag),aposito urgotul plata 10x12cm und urgotul ag 10 x 12cm caja x 16 unidades tul estéril de poliéster no adherente y no oclusivo recubierto de una matriz lípidocoloide con plata (tlc-ag),0
APOSITO DE ALTA ABSORCION 10*10 CMS. (REF SUPERABSORBER TEGADERM),TEGADERM SUPERABSORBENTE 10X10CM.(90701),aposito de alta absorcion 10*10 cms. (ref superabsorber tegaderm) tegaderm superabsorbente 10x10cm.(90701),0
APOSITO TRANSPARENTE FIJACIÓN VIAS PERIFERICAS NEONATAL,"TEGADERM IV AVANZADO NEO 3,8X4,5CM 1680","aposito transparente fijación vias perifericas neonatal tegaderm iv avanzado neo 3,8x4,5cm 1680",0
APOSITO TRANSPARENTE FIJACIÓN VIAS PERIFERICAS PEDIATRICO,"TEGADERM IV AVANZADO PED 5X5,7 CM 1682","aposito transparente fijación vias perifericas pediatrico tegaderm iv avanzado ped 5x5,7 cm 1682",0
"CANULA MAYO GUEDEL LIBRE DE LATEX Nº2 TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700312 CÁNULA MAYO GUEDEL N° 2 (80MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel libre de latex nº2 transparente, envase individual esteril. sku700312 cánula mayo guedel n° 2 (80mm). marca biomedika. procedencia china. caja x 10 unidades.",0
"CANULA MAYO GUEDEL LIBRE DE LATEX Nº3 TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700313 CÁNULA MAYO GUEDEL N° 3 (90MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel libre de latex nº3 transparente, envase individual esteril. sku700313 cánula mayo guedel n° 3 (90mm). marca biomedika. procedencia china. caja x 10 unidades.",0
CANULA MAYO GUEDEL LIBRE DE LATEX Nº4,SKU700319 CÁNULA MAYO GUEDEL N° 4 (100MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,canula mayo guedel libre de latex nº4 sku700319 cánula mayo guedel n° 4 (100mm). marca biomedika. procedencia china. caja x 10 unidades.,0
"CANULA MAYO GUEDEL N° 00 50 MM LARGO TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700309 CÁNULA MAYO GUEDEL N° 00 (50MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel n° 00 50 mm largo transparente, envase individual esteril. sku700309 cánula mayo guedel n° 00 (50mm). marca biomedika. procedencia china. caja x 10 unidades.",0
"CANULA MAYO GUEDEL N° 000, 40MM. TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700308 CÁNULA MAYO GUEDEL N° 000 (40MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel n° 000, 40mm. transparente, envase individual esteril. sku700308 cánula mayo guedel n° 000 (40mm). marca biomedika. procedencia china. caja x 10 unidades.",0
"CANULA MAYO GUEDEL N° 1 70 MM LARGO, TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700311 CÁNULA MAYO GUEDEL N° 1 (70MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel n° 1 70 mm largo, transparente, envase individual esteril. sku700311 cánula mayo guedel n° 1 (70mm). marca biomedika. procedencia china. caja x 10 unidades.",0
CANULA MAYO GUEDEL N° 2  80 MM LARGO APROXIMADO TRANSPARENTE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE INVIOLAB ILIDAD DEL CONTENIDO,SKU700312 CÁNULA MAYO GUEDEL N° 2 (80MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,canula mayo guedel n° 2  80 mm largo aproximado transparente envase individual esteril resistente con sello que asegure inviolab ilidad del contenido sku700312 cánula mayo guedel n° 2 (80mm). marca biomedika. procedencia china. caja x 10 unidades.,0
"CANULA MAYO GUEDEL N° 3  90 MM, TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700313 CÁNULA MAYO GUEDEL N° 3 (90MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel n° 3  90 mm, transparente, envase individual esteril. sku700313 cánula mayo guedel n° 3 (90mm). marca biomedika. procedencia china. caja x 10 unidades.",0
"CANULA MAYO GUEDEL N° 4  100 MM TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.",SKU700319 CÁNULA MAYO GUEDEL N° 4 (100MM). MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,"canula mayo guedel n° 4  100 mm transparente, envase individual esteril. sku700319 cánula mayo guedel n° 4 (100mm). marca biomedika. procedencia china. caja x 10 unidades.",0
TUBO ENDOTRAQUEAL CON BALON N° 5,tubo endotraqueal con nro. 5,tubo endotraqueal con balon n° 5 tubo endotraqueal con nro. 5,0
"TUBO ENDOTRAQUEAL CON BALON N° 5,5",tubo endotraqueal con nro. 5.5,"tubo endotraqueal con balon n° 5,5 tubo endotraqueal con nro. 5.5",0
TUBO ENDOTRAQUEAL CON BALON N° 6,tubo endotraqueal con nro. 6,tubo endotraqueal con balon n° 6 tubo endotraqueal con nro. 6,0
"TUBO ENDOTRAQUEAL CON BALON N° 6,5",tubo endotraqueal con nro. 6.5,"tubo endotraqueal con balon n° 6,5 tubo endotraqueal con nro. 6.5",0
TUBO ENDOTRAQUEAL CON BALON N° 7,tubo endotraqueal con nro. 7,tubo endotraqueal con balon n° 7 tubo endotraqueal con nro. 7,0
"TUBO ENDOTRAQUEAL CON BALON N° 7,5",tubo endotraqueal con nro. 7.5,"tubo endotraqueal con balon n° 7,5 tubo endotraqueal con nro. 7.5",0
TUBO ENDOTRAQUEAL CON BALON N° 8,tubo endotraqueal con nro. 8,tubo endotraqueal con balon n° 8 tubo endotraqueal con nro. 8,0
"TUBO ENDOTRAQUEAL CON BALON N° 8,5",tubo endotraqueal con nro. 8.5,"tubo endotraqueal con balon n° 8,5 tubo endotraqueal con nro. 8.5",0
TUBO ENDOTRAQUEAL CON BALON N° 9,tubo endotraqueal con nro. 9,tubo endotraqueal con balon n° 9 tubo endotraqueal con nro. 9,0
TUBO ENDOTRAQUEAL CONECTOR GIRATORIO SWIVEL 100/257/000  PARA BRONCOSCOPIO,conector Swivel con adaptador fibrobroncoscopio,tubo endotraqueal conector giratorio swivel 100/257/000  para broncoscopio conector swivel con adaptador fibrobroncoscopio,0
"TUBO ENDOTRAQUEAL NEONATAL PARA ADMINISTRACION SURFACTANTE N° 2,5 (PORTEX REF H4021S)",tubo neonatal para surfactacte,"tubo endotraqueal neonatal para administracion surfactante n° 2,5 (portex ref h4021s) tubo neonatal para surfactacte",0
"TUBO ENDOTRAQUEAL NEONATAL PARA ADMINISTRACION SURFACTANTE N° 3,0 (PORTEX REF H4022S)",tubo neonatal para surfactacte,"tubo endotraqueal neonatal para administracion surfactante n° 3,0 (portex ref h4022s) tubo neonatal para surfactacte",0
INTUBACION BRONQUIAL 39-FR.DERECHO  (RUSCH REF 116-200),SET MONOBRONQUIAL DERECHO DE 39 FR.,intubacion bronquial 39-fr.derecho  (rusch ref 116-200) set monobronquial derecho de 39 fr.,0
FILTRO HUMIDIFICADOR PARA TRAQUEOSTOMIA (REF COD. 353/19004),FILTR HME PARA TRAQUEOSTOMÍA TRAQUEOLIFE II,filtro humidificador para traqueostomia (ref cod. 353/19004) filtr hme para traqueostomía traqueolife ii,0
"TUBO ENDOTRAQUEAL CON BALON N° 7,5 CON ASPIRACION SUBGLOTICA",TUBO ENDOTRAQUEAL CON ASPIRACI´N SUBGLÓTICA 7.5 MM,"tubo endotraqueal con balon n° 7,5 con aspiracion subglotica tubo endotraqueal con aspiraci´n subglótica 7.5 mm",0
"TUBO ENDOTRAQUEAL CON BALON N° 8,0 CON ASPIRACION SUBGLOTICA",TUBO ENDOTRAQUEAL CON ASPIRACI´N SUBGLÓTICA 8.0 MM.,"tubo endotraqueal con balon n° 8,0 con aspiracion subglotica tubo endotraqueal con aspiraci´n subglótica 8.0 mm.",0
"TUBO ENDOTRAQUEAL CON BALON Nº 8,5 CON ASPIRACION SUBGLOTICA",TUBO ENDOTRAQUEAL CON ASPIRACION SUBGLOTICA 8.5 MM,"tubo endotraqueal con balon nº 8,5 con aspiracion subglotica tubo endotraqueal con aspiracion subglotica 8.5 mm",0
TUBO ENDOTRAQUEAL CON BALON Nº 9 CON ASPIRACION SUBGLOTICA,TUBO ENDOTRAQUEAL CON ASPIRACION SUBGLOTICA 9.0 MM,tubo endotraqueal con balon nº 9 con aspiracion subglotica tubo endotraqueal con aspiracion subglotica 9.0 mm,0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 4,0 ",TUBO REFORZADO 4.0 MM. SIN BALÓN,"tubo endotraqueal con espiral acero n° 4,0  tubo reforzado 4.0 mm. sin balón",0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 4,5",TUBO REFORZADO 4.5 MM. SIN BALÓN,"tubo endotraqueal con espiral acero n° 4,5 tubo reforzado 4.5 mm. sin balón",0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 5,0",TUBO REFORZADO 5.0 MM. SIN BALÓN,"tubo endotraqueal con espiral acero n° 5,0 tubo reforzado 5.0 mm. sin balón",0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 6,0",TUBO REFORZADO 6.0 MM.,"tubo endotraqueal con espiral acero n° 6,0 tubo reforzado 6.0 mm.",0
TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 6.5,TUBO REFORZADO 6.5 MM.,tubo endotraqueal con espiral acero n° 6.5 tubo reforzado 6.5 mm.,0
TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 7.0,TUBO REFORZADO 7.0 MM.,tubo endotraqueal con espiral acero n° 7.0 tubo reforzado 7.0 mm.,0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO N° 8,0",TUBO REFORZADO 8.0 MM.,"tubo endotraqueal con espiral acero n° 8,0 tubo reforzado 8.0 mm.",0
"TUBO ENDOTRAQUEAL CURVO CON ESPIRAL N° 7,5 MM.DIAMETRO INTERNO CON BALON LIBRE DE LATEX ENVASE INDIVIDUAL ESTERIL.",TUBO REFORZADO 7.5 MM.,"tubo endotraqueal curvo con espiral n° 7,5 mm.diametro interno con balon libre de latex envase individual esteril. tubo reforzado 7.5 mm.",0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 5.5 CON BALON,TUBO PREFORMADO ORAL 5.5 MM,tubo endotraqueal preformado oral n° 5.5 con balon tubo preformado oral 5.5 mm,0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 6.0 CON BALON,TUBO PREFORMADO ORAL 6.0 MM,tubo endotraqueal preformado oral n° 6.0 con balon tubo preformado oral 6.0 mm,0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 6.5 CON BALON,TUBO PREFORMADO ORAL 6.5 MM.,tubo endotraqueal preformado oral n° 6.5 con balon tubo preformado oral 6.5 mm.,0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 7.0 CON BALON,TUBO PREFORMADO ORAL 7.0 MM.,tubo endotraqueal preformado oral n° 7.0 con balon tubo preformado oral 7.0 mm.,0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 7.5 CON BALON,TUBO PREFORMADO ORAL 7.5 MM.,tubo endotraqueal preformado oral n° 7.5 con balon tubo preformado oral 7.5 mm.,0
CANULA MAYO N° 5,CANULA MAYO N* 5 DE 120 MM,canula mayo n° 5 canula mayo n* 5 de 120 mm,0
TUBO ENDOTRAQUEAL SIN BALON N° 6,TUBO ENDOTRAQUEAL SIN BALON N* 6.0,tubo endotraqueal sin balon n° 6 tubo endotraqueal sin balon n* 6.0,0
"CANULA MAYO GUEDEL N° 0 60 MM, TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.","CANULA MAYO GUEDEL N° 0 60 MM, TRANSPARENTE, ENVASE INDIVIDUAL ESTERIL.","canula mayo guedel n° 0 60 mm, transparente, envase individual esteril. canula mayo guedel n° 0 60 mm, transparente, envase individual esteril.",0
